,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
373,Palmerston,1,CA,1548097200,50,43.83,-80.85,6.8,14.99
374,Mackenzie,1,CA,1548097200,92,55.34,-123.09,19.4,3.36
375,Tura,0,IN,1548100825,73,25.52,90.21,49.48,3.6
376,Ballarat,0,AU,1548100805,91,-37.56,143.86,62.35,4.5
377,Sapa,40,PH,1548097200,69,14.32,120.76,78.8,2.24
378,Porto Torres,68,IT,1548098400,87,40.84,8.4,46.4,3.36
379,Potiskum,0,NG,1548100830,32,11.71,11.08,72.92,7.52
380,Chimoio,90,MZ,1548097200,100,-19.11,33.48,66.2,11.41
381,Seoul,20,KR,1548099000,92,37.57,126.98,26.6,2.24
382,Biak,76,ID,1548100833,100,-0.91,122.88,76.3,2.26
383,Vangaindrano,100,MG,1548100834,100,-23.35,47.6,71.53,2.93
384,Springdale,1,US,1548097080,45,36.19,-94.13,46.04,11.41
385,Namatanai,36,PG,1548100837,100,-3.66,152.44,82.28,6.4
386,Mogadishu,8,SO,1548100838,100,2.04,45.34,78.91,25.19
387,Nemuro,0,JP,1548100839,100,43.32,145.57,25.04,18.14
388,Urengoy,68,RU,1548100841,78,65.96,78.37,8.93,20.94
389,Warrington,40,GB,1548098400,87,53.39,-2.59,42.8,12.75
390,Pokhara,88,NP,1548100843,62,28.21,83.99,41.2,2.71
391,Watari,48,JP,1548100844,100,38.04,140.87,31.21,4.38
392,Quime,24,BO,1548100846,46,-16.98,-67.22,67.25,1.92
393,Ixtapa,5,MX,1548096060,61,20.71,-105.21,80.6,11.41
394,Tautira,40,PF,1548099000,69,-17.73,-149.15,82.4,16.11
395,Omboue,88,GA,1548100849,100,-1.57,9.26,81.38,7.18
396,Naqadeh,76,IR,1548100851,96,36.96,45.39,22.43,3.15
397,Taltal,0,CL,1548100852,70,-25.41,-70.49,70.9,3.94
398,Faya,0,SA,1548097200,54,18.39,42.45,57.2,5.82
399,Sosnogorsk,68,RU,1548100858,83,63.59,53.93,0.29,2.82
400,Comodoro Rivadavia,0,AR,1548099180,25,-45.87,-67.48,66.2,32.21
401,Sibolga,20,ID,1548100864,100,1.74,98.78,66.8,2.37
402,Axim,32,GH,1548100865,99,4.87,-2.24,83.05,10.42
403,Bannu,48,PK,1548100822,90,32.99,70.6,39.44,1.7
404,Marabba,0,SD,1548100867,29,12.35,32.18,69.28,8.3
405,Marathon,90,CA,1548097200,71,48.72,-86.38,3.2,5.82
406,College,1,US,1548098760,60,64.86,-147.8,-9.94,4.7
407,Malazgirt,48,TR,1548100871,74,39.15,42.54,5.65,1.92
408,Craig,90,US,1548099300,99,40.52,-107.55,37.94,10.42
409,Broken Hill,0,AU,1548097200,23,-31.97,141.45,86.0,12.75
410,Lumeje,76,AO,1548100879,100,-11.56,20.78,65.95,5.95
411,Hobyo,32,SO,1548100880,86,5.35,48.53,75.17,15.79
412,Saint George,20,GR,1548100200,87,39.45,22.34,46.4,3.36
413,Lagodekhi,40,GE,1548097200,64,41.83,46.28,32.0,4.7
414,Fenoarivo,40,MG,1548099000,88,-18.93,47.44,68.0,16.11
415,Fort Nelson,75,CA,1548097200,84,58.81,-122.69,5.0,3.15
416,Dubbo,0,AU,1548099000,83,-32.25,148.6,73.4,10.29
417,Panzhihua,0,CN,1548100896,71,26.59,101.72,41.02,2.93
418,Grand Gaube,40,MU,1548097200,78,-20.01,57.66,80.6,3.36
419,Sokoto,0,NG,1548100898,55,13.06,5.24,70.36,4.05
420,Belmonte,0,PT,1548100900,82,40.36,-7.35,31.03,4.61
421,Yaan,64,NG,1548100901,72,7.38,8.57,78.68,10.65
422,Iqaluit,40,CA,1548097200,62,63.75,-68.52,-14.81,10.29
423,Batagay,0,RU,1548100907,0,67.65,134.64,-66.13,2.93
424,Shingu,0,JP,1548100908,100,33.72,135.99,47.99,18.48
425,Maniago,76,IT,1548100909,84,46.17,12.71,25.4,2.15
426,Pokrovskoye,92,RU,1548100911,94,47.41,38.9,27.16,14.0
427,Whitecourt,20,CA,1548097200,86,54.14,-115.68,30.2,2.24
428,Manaquiri,75,BR,1548097200,88,-3.43,-60.46,80.6,4.7
429,Ko Samui,12,TH,1548100914,100,9.54,99.94,79.45,5.61
430,Mushie,24,CD,1548100916,99,-3.02,16.92,74.45,2.59
431,Cuencame,0,MX,1548100917,17,24.87,-103.7,74.5,11.99
432,Jaciara,0,BR,1548100921,61,-15.95,-54.98,88.4,3.15
433,Medicine Hat,90,CA,1548099300,79,50.04,-110.68,21.2,4.7
434,Viedma,0,AR,1548100923,19,-40.81,-62.99,83.32,6.73
435,Shubarkuduk,20,KZ,1548100925,75,49.15,56.49,9.65,12.44
436,La Ronge,75,CA,1548097200,71,55.1,-105.3,8.6,12.75
437,Dongtai,0,CN,1548100927,69,32.85,120.31,26.12,7.29
438,Bajitpur,0,BD,1548099000,72,24.22,90.95,66.2,2.37
439,Kandi,0,BJ,1548100929,31,11.13,2.93,72.52,6.73
440,Lixourion,76,GR,1548100931,100,38.2,20.43,55.19,11.32
441,Birjand,0,IR,1548097200,38,32.86,59.22,26.6,6.93
442,Silopi,24,IQ,1548100942,79,37.25,42.47,29.68,2.71
443,Curvelo,56,BR,1548100817,42,-18.76,-44.43,89.35,4.61
444,Shaoguan,0,CN,1548100946,100,24.81,113.59,34.63,2.37
445,Yendi,0,GH,1548100947,24,9.45,0.0,79.18,8.75
446,Spornoye,36,RU,1548099000,92,50.84,37.29,12.2,8.95
447,Weyburn,80,CA,1548100949,93,49.67,-103.85,17.12,4.83
448,Keighley,40,GB,1548098400,80,53.87,-1.9,39.2,9.17
449,Makakilo City,1,US,1548097020,68,21.35,-158.09,75.02,3.38
450,Winnipeg,90,CA,1548099540,71,49.88,-97.17,6.8,18.34
451,Buta,8,CD,1548100961,29,2.79,24.73,82.33,4.27
452,Motupe,100,PE,1548100962,56,-6.15,-79.72,83.77,3.15
453,Maragogi,24,BR,1548100899,82,-9.01,-35.22,78.68,8.86
454,Lagoa,0,PT,1548097200,58,37.14,-8.45,55.4,6.93
455,Kahului,40,US,1548096960,73,20.89,-156.47,75.2,3.27
456,Itoman,75,JP,1548099000,59,26.12,127.67,60.8,13.87
457,Weligama,100,LK,1548100969,100,5.97,80.42,76.66,2.93
458,Buchanan,20,LR,1548099000,83,5.88,-10.05,80.6,3.36
459,Sao Borja,12,BR,1548100844,72,-28.66,-56.0,84.13,4.94
460,Punta Gorda,1,US,1548100500,44,26.93,-82.05,62.06,6.93
461,Boa Vista,40,BR,1548097200,41,2.82,-60.67,93.2,17.22
462,Yol,92,IN,1548100976,88,32.18,76.38,36.7,1.92
463,Locri,75,IT,1548096900,93,38.24,16.26,53.6,5.82
464,The Valley,75,AI,1548097200,78,18.22,-63.06,77.0,8.05
465,Mount Gambier,90,AU,1548099000,100,-37.83,140.78,50.0,4.7
466,Montalvo,0,ES,1548099000,92,40.94,-5.66,30.2,2.71
467,Afyonkarahisar,92,TR,1548100987,91,38.76,30.53,33.68,1.36
468,Blairmore,90,CA,1548097200,58,49.61,-114.44,30.2,8.05
469,Camacha,40,PT,1548097200,54,33.08,-16.33,59.0,10.29
470,Mount Isa,0,AU,1548099000,30,-20.73,139.49,84.2,6.93
471,Tres Arroyos,0,AR,1548100992,39,-38.38,-60.28,81.02,8.86
472,Mercedes,0,UY,1548100993,44,-33.25,-58.03,88.45,5.17
473,San Quintin,0,PH,1548100994,88,17.54,120.52,65.23,4.61
474,Nacala,64,MZ,1548100995,100,-14.56,40.69,80.17,15.79
475,Pabna,0,BD,1548100997,89,24.0,89.25,56.99,3.04
476,Baturaja,92,ID,1548100998,97,-4.12,104.17,72.07,9.75
477,Amvrosiyivka,80,UA,1548100999,93,47.79,38.48,21.62,12.88
478,Meulaboh,92,ID,1548101000,100,4.14,96.13,77.42,6.96
479,Iskateley,48,RU,1548101002,83,67.68,53.15,-13.71,9.31
480,Salalah,0,OM,1548096600,12,17.01,54.1,73.4,11.41
481,Beringovskiy,56,RU,1548101004,95,63.05,179.32,2.86,12.1
482,Myaundzha,68,RU,1548101005,52,63.05,147.18,-20.01,2.15
483,Saint-Augustin,90,FR,1548099000,97,44.83,-0.61,39.2,5.82
484,Palauig,8,PH,1548101008,100,15.44,119.9,69.01,3.71
485,Alihe,0,CN,1548101009,73,50.57,123.73,6.68,7.74
486,Campos Gerais,24,BR,1548101010,53,-21.23,-45.76,86.56,4.16
487,Barcarena,75,BR,1548097200,100,-1.51,-48.62,75.2,3.36
488,Abay,90,KZ,1548099000,92,49.63,72.87,23.0,11.18
489,Hualmay,32,PE,1548101014,65,-11.1,-77.61,76.97,4.5
490,Oussouye,0,SN,1548097200,47,12.49,-16.54,82.4,4.7
491,Medina,0,SA,1548097200,49,24.47,39.61,71.6,5.82
492,Zapolyarnyy,90,RU,1548098400,92,69.43,30.82,23.0,4.7
493,Coihueco,0,CL,1548097200,25,-36.63,-71.83,87.8,11.41
494,Opuwo,100,NA,1548101030,45,-18.06,13.84,79.27,4.5
495,Udayagiri,0,IN,1548101032,88,12.32,76.68,56.0,4.16
496,Bosaso,24,SO,1548101033,100,11.28,49.18,76.34,9.19
497,Rovnoye,88,RU,1548101034,92,50.78,46.06,22.12,11.77
498,Qom,24,IR,1548100889,79,34.64,50.88,29.18,4.16
499,Roquetas de Mar,20,ES,1548099000,37,36.76,-2.61,53.6,5.82
500,Haines Junction,44,CA,1548101038,83,60.75,-137.51,-8.04,2.93
501,Bodaybo,68,RU,1548101039,59,57.85,114.2,6.28,4.72
502,Mastic Beach,90,US,1548099300,56,40.77,-72.85,12.92,25.28
503,Qinggang,32,CN,1548101041,100,28.25,121.28,39.76,5.17
504,Mutoko,100,ZW,1548101043,88,-17.4,32.23,65.45,11.43
505,Karratha,8,AU,1548101041,62,-20.74,116.85,80.8,9.08
506,Kawalu,68,ID,1548101045,97,-7.38,108.21,65.41,2.15
507,Lata,68,IN,1548101046,100,30.78,78.62,34.49,1.92
508,Pitimbu,40,BR,1548097200,55,-7.47,-34.81,86.0,16.11
509,Arica,0,CL,1548097200,53,-18.48,-70.32,77.0,13.87
510,Mattru,12,SL,1548101050,62,7.62,-11.83,84.17,7.18
511,Manakara,92,MG,1548101051,100,-22.14,48.01,77.6,11.77
512,Abalak,8,NE,1548101052,33,15.46,6.28,63.43,5.95
513,Cairo,0,EG,1548097200,63,30.05,31.24,60.8,4.7
514,Korgen,0,NO,1548098400,75,66.08,13.83,17.6,1.12
515,Paita,0,PE,1548097200,290,-5.09,-81.11,62.6,8.05
516,Ranong,20,TH,1548101057,100,9.96,98.62,78.5,7.74
517,Bowmore,1,US,1548100500,19,34.94,-79.3,35.06,10.29
518,Coihaique,40,CL,1548097200,50,-45.58,-72.07,57.2,11.41
519,Robertsport,8,LR,1548101061,100,6.75,-11.37,82.33,7.52
520,Sola,0,FI,1548100200,83,62.78,29.36,-5.81,4.7
521,Malpe,20,IN,1548099000,78,13.35,74.72,75.2,2.48
522,Nishihara,20,JP,1548099000,55,35.74,139.53,37.4,5.82
523,Marawi,100,PH,1548101066,100,8.0,124.29,69.01,2.04
524,Morondava,92,MG,1548101067,100,-20.3,44.28,74.9,1.36
525,Lewiston,90,US,1548100380,51,44.1,-70.21,6.98,11.41
526,Sikandra Rao,68,IN,1548101070,96,27.69,78.38,58.21,15.01
527,Cap Malheureux,40,MU,1548097200,78,-19.98,57.61,80.6,3.36
528,Tarata,0,PE,1548097200,53,-17.47,-70.03,77.0,12.75
529,Kandrian,36,PG,1548101073,92,-6.21,149.55,78.82,4.61
530,Andros Town,75,BS,1548097200,56,24.73,-77.79,71.6,11.41
531,Khomeyn,48,IR,1548101076,65,33.64,50.08,14.65,2.37
532,Padang,76,ID,1548101077,100,-0.92,100.36,82.42,12.77
533,Suhbaatar,0,MN,1548101078,58,50.23,106.21,-7.81,2.93
534,Mulchen,0,CL,1548097200,32,-37.72,-72.23,84.2,11.41
535,Severnyy-Kospashskiy,68,RU,1548101081,80,59.09,57.8,13.07,11.65
536,Skovorodino,64,RU,1548101082,66,53.99,123.94,-10.11,2.48
537,Charters Towers,0,AU,1548101084,85,-20.07,146.27,69.59,8.63
538,Yauya,88,PE,1548101085,76,-8.99,-77.29,56.0,1.92
539,Bayangol,0,MN,1548101086,50,48.91,106.09,-5.38,2.37
540,Tafresh,24,IR,1548101087,66,34.69,50.01,13.48,1.92
541,Arcachon,75,FR,1548099000,100,44.65,-1.18,39.2,1.12
542,Lumphat,0,KH,1548101090,75,13.5,106.97,71.84,2.37
543,Mandera,8,ET,1548101091,34,3.94,41.86,77.24,9.08
544,Akdepe,90,TM,1548099000,86,42.05,59.39,37.4,4.7
545,Sept-Iles,90,CA,1548097200,71,50.2,-66.38,3.2,13.87
546,Bandarbeyla,92,SO,1548101095,100,9.49,50.81,76.48,17.47
547,Emerald,0,AU,1548097200,78,-23.53,148.16,73.4,4.7
548,Nome,90,US,1548100500,69,30.04,-94.42,57.74,17.22
549,Rio Grande,75,BR,1548097200,65,-32.03,-52.1,80.6,9.17
550,Nuqui,75,CO,1548097200,79,5.71,-77.27,84.2,5.06
551,Tsaratanana,92,MG,1548101101,99,-16.8,47.65,69.73,8.52
552,Rongcheng,0,CN,1548101102,100,37.16,122.42,17.8,4.05
553,Snezhnogorsk,0,RU,1548099000,77,69.19,33.23,-2.21,2.48
554,Milkovo,90,BG,1548099000,93,41.53,24.68,48.2,11.41
555,Port Blair,8,IN,1548101106,100,11.67,92.75,82.19,14.45
556,Gat,0,SN,1548099000,49,14.69,-16.54,84.2,19.46
557,North Platte,90,US,1548100380,79,41.12,-100.77,24.8,10.29
558,Guaxupe,36,BR,1548101113,51,-21.31,-46.71,86.65,2.59
559,Derzhavinsk,24,KZ,1548101114,63,51.1,66.31,3.44,6.96
